농약제품목록,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
등록번호,구분,작물명,병해충명,품목명,일반명,유효성분 함유량,상표명,인축독성,어독성,용도,등록일,작용기작,희석배수,사용량,사용적기,사용방법,안전사용기준(시기),안전사용기준(횟수),제형,법인명(상호명)
52-살균-194,제조,고추,흰가루병,아미설브롬.테트라코나졸 유현탁제,Amisulbrom+Tetraconazole,20(8+12)%,균엔터,Ⅳ급(저독성),Ⅰ급,살균,2019-04-23,다4+사1,1500배,-,발생초기,경엽처리,수확7일전,3회,유현탁제,(주)한얼싸이언스
52-살균-194,제조,단고추류,흰가루병,아미설브롬.테트라코나졸 유현탁제,Amisulbrom+Tetraconazole,20(8+12)%,균엔터,Ⅳ급(저독성),Ⅰ급,살균,2019-04-23,다4+사1,1500배,-,발생초기,경엽처리,수확7일전,3회,유현탁제,(주)한얼싸이언스
150-살균-2,수입,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,그리폰,Ⅳ급(저독성),Ⅱ급,살균,2021-06-09,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)그린시티
150-살균-2,수입,단고추류,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,그리폰,Ⅳ급(저독성),Ⅱ급,살균,2021-06-09,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)그린시티
39-살균-48,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,그린비,Ⅳ급(저독성),Ⅱ급,살균,2020-12-23,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)천지인바이오텍
8-살균-330,제조,고추(단고추류포함),흰가루병,펜티오피라드.피콕시스트로빈 액상수화제,Penthiopyrad+Picoxystrobin,26(8+18)%,대승,Ⅳ급(저독성),Ⅰ급,살균,2012-04-09,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,2회,액상수화제,(주)농협케미컬
26-살균-59,제조,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,대유아족시,Ⅳ급(저독성),Ⅱ급,살균,2020-05-12,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)대유
46-살균-302,제조,고추(단고추류포함),흰가루병,테트라코나졸 유제,Tetraconazole,12%,도마크,Ⅳ급(저독성),Ⅲ급,살균,2008-04-03,사1,2000배,-,발병초 10일간격,경엽처리,수확2일전,2회,유제,(주)팜한농
19-살균-165,제조,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,두루두루,Ⅳ급(저독성),Ⅱ급,살균,2017-03-29,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,인바이오(주)
46-살균-353,제조,고추(단고추류포함),흰가루병,플루퀸코나졸.트리플록시스트로빈 액상수화제,Fluquinconazole+Trifloxystrobin,28(14+14)%,듬지칸,Ⅲ급(보통독성),Ⅰ급,살균,2012-02-02,사1+다3,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
8-살균-52,수입,고추(단고추류포함),흰가루병,폴리옥신디 액상수화제,Polyoxin D,5%,라스트콜,Ⅳ급(저독성),Ⅲ급,살균,2020-09-21,아4,2000배,-,발생초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)농협케미컬
14-살균-372,제조,고추,흰가루병,메펜트리플루코나졸 액상수화제,Mefentrifluconazole,10%,레빅사,Ⅳ급(저독성),Ⅲ급,살균,2020-04-13,사1,2000배,-,발병초,경엽처리,수확5일전,3회,액상수화제,한국삼공(주)
14-살균-372,제조,단고추류,흰가루병,메펜트리플루코나졸 액상수화제,Mefentrifluconazole,10%,레빅사,Ⅳ급(저독성),Ⅲ급,살균,2020-04-13,사1,2000배,-,발병초,경엽처리,수확5일전,3회,액상수화제,한국삼공(주)
8-살균-421,제조,고추,흰가루병,메펜트리플루코나졸 입상수화제,Mefentrifluconazole,10%,렌비어,Ⅳ급(저독성),Ⅲ급,살균,2020-04-13,사1,2000배,-,발생초기 10일간격,경엽처리,수확3일전,3회,입상수화제,(주)농협케미컬
8-살균-421,제조,단고추류,흰가루병,메펜트리플루코나졸 입상수화제,Mefentrifluconazole,10%,렌비어,Ⅳ급(저독성),Ⅲ급,살균,2020-04-13,사1,2000배,-,발생초기 10일간격,경엽처리,수확3일전,3회,입상수화제,(주)농협케미컬
153-살균-3,수입,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,리드보드,Ⅳ급(저독성),Ⅱ급,살균,2023-04-13,다3,2500배,-,발생초기,경엽처리,수확3일전,5회,액상수화제,레인보우애그로사이언스(주)
153-살균-3,수입,단고추류,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,리드보드,Ⅳ급(저독성),Ⅱ급,살균,2023-04-13,다3,2500배,-,발생초기,경엽처리,수확3일전,5회,액상수화제,레인보우애그로사이언스(주)
56-살균-23,수입,고추,흰가루병,메트코나졸 액상수화제,Metconazole,20%,말리부,Ⅳ급(저독성),Ⅲ급,살균,2022-07-18,사1,6000배,-,발생초기 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)태준아그로텍
56-살균-23,수입,단고추류,흰가루병,메트코나졸 액상수화제,Metconazole,20%,말리부,Ⅳ급(저독성),Ⅲ급,살균,2022-07-18,사1,6000배,-,발생초기 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)태준아그로텍
69-살균-13,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,매직탄,Ⅳ급(저독성),Ⅱ급,살균,2018-05-08,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,㈜이엑스아이디
4-살균-363,제조,고추(단고추류포함),흰가루병,플루오피람 액상수화제,Fluopyram,40%,머큐리,Ⅳ급(저독성),Ⅲ급,살균,2011-11-08,다2,4000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,액상수화제,바이엘크롭사이언스(주)
4-살균-369,제조,고추(단고추류포함),흰가루병,플루오피람.트리플록시스트로빈 액상수화제,Fluopyram+Trifloxystrobin,42.6(21.3+21.3)%,머큐리슈퍼,Ⅳ급(저독성),Ⅰ급,살균,2013-06-21,다2+다3,4000배,-,발생초부터 10일간격,경엽처리,수확3일전,2회,액상수화제,바이엘크롭사이언스(주)
47-살균-34,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,미라도,Ⅳ급(저독성),Ⅱ급,살균,2010-10-29,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,아다마코리아(주)
2-살균-346,제조,고추,흰가루병,피디플루메토펜 액상수화제,Pydiflumetofen,18.35%,미래빛,Ⅳ급(저독성),Ⅱ급,살균,2025-06-17,다2,4000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,신젠타코리아(주)
2-살균-56,수입,고추(단고추류포함),흰가루병,피디플루메토펜 액상수화제,Pydiflumetofen,18.35%,미래빛,Ⅳ급(저독성),Ⅱ급,살균,2019-05-09,다2,4000배,-,발병초 10일간격 3회 ,경엽처리,수확3일전,3회,액상수화제,신젠타코리아(주)
2-살균-346,제조,단고추류,흰가루병,피디플루메토펜 액상수화제,Pydiflumetofen,18.35%,미래빛,Ⅳ급(저독성),Ⅱ급,살균,2025-06-17,다2,4000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,신젠타코리아(주)
46-살균-376,제조,고추(단고추류포함),흰가루병,플룩사피록사드.피라클로스트로빈 액상수화제,Fluxapyroxad+Pyraclostrobin,12.9(4.6+8.3)%,미리본,Ⅳ급(저독성),Ⅰ급,살균,2013-04-15,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)팜한농
1-살균-418,제조,고추(단고추류포함),흰가루병,디페노코나졸.메트라페논 액상수화제,Difenoconazole+Metrafenone,17(5+12)%,백마탄,Ⅳ급(저독성),Ⅲ급,살균,2012-06-25,사1+나6,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,(주)경농
3-살균-406,제조,고추,흰가루병,플로릴피콕사미드 액상수화제,Florylpicoxamid,10%,버픽스,Ⅳ급(저독성),Ⅰ급,살균,2021-11-11,다4,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)동방아그로
3-살균-406,제조,단고추류,흰가루병,플로릴피콕사미드 액상수화제,Florylpicoxamid,10%,버픽스,Ⅳ급(저독성),Ⅰ급,살균,2021-11-11,다4,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)동방아그로
46-살균-550,제조,고추(단고추류포함),흰가루병,이미녹타딘트리스알베실레이트 액상수화제,Iminoctadine tris(albesilate),30%,부티나,Ⅳ급(저독성),Ⅲ급,살균,2009-01-01,카,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
46-살균-611,제조,고추,흰가루병,플루디옥소닐.아이소페타미드 과립훈연제,Fludioxonil+Isofetamid,26.25(11.25+15)%,블랙다이아,Ⅳ급(저독성),Ⅲ급,살균,2022-05-09,마2+다2,-,0.15g/㎥,발생초기,훈연처리,수확3일전,3회,과립훈연제,(주)팜한농
46-살균-611,제조,단고추류,흰가루병,플루디옥소닐.아이소페타미드 과립훈연제,Fludioxonil+Isofetamid,26.25(11.25+15)%,블랙다이아,Ⅳ급(저독성),Ⅲ급,살균,2022-05-09,마2+다2,-,0.15g/㎥,발생초기,훈연처리,수확3일전,3회,과립훈연제,(주)팜한농
3-살균-336,제조,고추(단고추류포함),흰가루병,플룩사피록사드.메트라페논 액상수화제,Fluxapyroxad+Metrafenone,17.1(8+9.1)%,블루오션,Ⅳ급(저독성),Ⅱ급,살균,2013-11-05,다2+나6,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)동방아그로
46-살균-400,제조,고추(단고추류포함),흰가루병,메트라페논 액상수화제,Metrafenone,25.2%,비반도,Ⅳ급(저독성),Ⅲ급,살균,2014-07-09,나6,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,(주)팜한농
96-살균-23,수입,고추(단고추류포함),흰가루병,메트라페논 액상수화제,Metrafenone,25.2%,비반도,Ⅳ급(저독성),Ⅱ급,살균,2008-04-21,나6,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,(주)팜한농
37-살균-24,수입,고추(단고추류포함),흰가루병,메트라페논 액상수화제,Metrafenone,25.2%,비반도,Ⅳ급(저독성),Ⅲ급,살균,2008-03-31,나6,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,한국바스프(주)
96-살균-23,수입,고추(잎),흰가루병,메트라페논 액상수화제,Metrafenone,25.2%,비반도,Ⅳ급(저독성),Ⅱ급,살균,2008-04-21,나6,2000배,-,발병초기,경엽처리,수확7일전,1회,액상수화제,(주)팜한농
46-살균-400,제조,고추(잎),흰가루병,메트라페논 액상수화제,Metrafenone,25.2%,비반도,Ⅳ급(저독성),Ⅲ급,살균,2014-07-09,나6,2000배,-,발병초기,경엽처리,수확7일전,1회,액상수화제,(주)팜한농
37-살균-24,수입,고추(잎),흰가루병,메트라페논 액상수화제,Metrafenone,25.2%,비반도,Ⅳ급(저독성),Ⅲ급,살균,2008-03-31,나6,2000배,-,발병초기,경엽처리,수확7일전,1회,액상수화제,한국바스프(주)
143-살균-6,수입,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,빅펀치,Ⅳ급(저독성),Ⅱ급,살균,2019-02-12,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,티아그로
3-살균-198,제조,고추(단고추류포함),흰가루병,메트코나졸 액상수화제,Metconazole,20%,살림꾼,Ⅳ급(저독성),Ⅲ급,살균,2001-04-04,사1,6000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)동방아그로
14-살균-209,제조,고추(단고추류포함),흰가루병,헥사코나졸 액상수화제,Hexaconazole,2%,삼공헥사코나졸,Ⅳ급(저독성),Ⅲ급,살균,2009-01-01,사1,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,한국삼공(주)
2-살균-318,제조,고추(단고추류포함),흰가루병,아이소피라잠 유제,Isopyrazam,12.57%,새나리,Ⅲ급(보통독성),Ⅰ급,살균,2013-03-22,다2,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,신젠타코리아(주)
2-살균-46,수입,고추(단고추류포함),흰가루병,아이소피라잠 유제,Isopyrazam,12.57%,새나리,Ⅲ급(보통독성),Ⅰ급,살균,2012-02-17,다2,2000배,-,발생초 10일간격,경엽처리,수확2일전,3회,유제,신젠타코리아(주)
8-살균-318,제조,고추(단고추류포함),흰가루병,테부코나졸 유탁제,Tebuconazole,25%,선가드,Ⅳ급(저독성),Ⅲ급,살균,2004-01-30,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,유탁제,(주)농협케미컬
4-살균-42,수입,고추,흰가루병,바실루스서브틸리스큐에스티713 액상수화제,Bacillus subtilis QST-713,1.0x10^9cfu/g,세레나데아소,Ⅳ급(저독성),Ⅲ급,살균,2006-03-29,생2,500배,-,발생초기,경엽처리,발생초기,-,액상수화제,바이엘크롭사이언스(주)
4-살균-42,수입,단고추류,흰가루병,바실루스서브틸리스큐에스티713 액상수화제,Bacillus subtilis QST-713,1.0x10^9cfu/g,세레나데아소,Ⅳ급(저독성),Ⅲ급,살균,2006-03-29,생2,500배,-,발생초기,경엽처리,발생초기,-,액상수화제,바이엘크롭사이언스(주)
8-살균-415,제조,고추,흰가루병,아족시스트로빈.헥사코나졸 액상수화제,Azoxystrobin+Hexaconazole,11.5(6.5+5)%,쉴드론,Ⅳ급(저독성),Ⅱ급,살균,2019-08-09,다3+사1,3000배,-,발생초기 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)농협케미컬
8-살균-415,제조,단고추류,흰가루병,아족시스트로빈.헥사코나졸 액상수화제,Azoxystrobin+Hexaconazole,11.5(6.5+5)%,쉴드론,Ⅳ급(저독성),Ⅱ급,살균,2019-08-09,다3+사1,3000배,-,발생초기 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)농협케미컬
14-살균-113,제조,고추(단고추류포함),흰가루병,프로클로라즈망가니즈 수화제,Prochloraz-manganese,50%,스포르곤,Ⅳ급(저독성),Ⅱ급,살균,1992-07-08,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,한국삼공(주)
1-살균-83,제조,고추(단고추류포함),흰가루병,마이클로뷰타닐 수화제,Myclobutanil,6%,시스텐,Ⅳ급(저독성),Ⅲ급,살균,1987-04-15,사1,1500배,-,발병초기부터 10일간격,경엽처리,수확7일전,3회,수화제,(주)경농
3-살균-403,제조,고추,흰가루병,플루티아닐 유제,Flutianil,2%,시워내플러스,Ⅳ급(저독성),Ⅰ급,살균,2021-11-25,미분류(살균제),2000배,-,발생초기,경엽처리,수확5일전,3회,유제,(주)동방아그로
3-살균-403,제조,단고추류,흰가루병,플루티아닐 유제,Flutianil,2%,시워내플러스,Ⅳ급(저독성),Ⅰ급,살균,2021-11-25,미분류(살균제),2000배,-,발생초기,경엽처리,수확5일전,3회,유제,(주)동방아그로
4-살균-132,제조,고추(단고추류포함),흰가루병,테부코나졸 수화제,Tebuconazole,25%,실바코,Ⅳ급(저독성),Ⅲ급,살균,1995-08-30,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,바이엘크롭사이언스(주)
94-살균-15,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아너스,Ⅳ급(저독성),Ⅱ급,살균,2019-02-12,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,미래아그로
51-살균-38,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아젠포스,Ⅳ급(저독성),Ⅱ급,살균,2013-02-21,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,아그리젠토(주)
74-살균-11,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아젠포스,Ⅳ급(저독성),Ⅱ급,살균,2018-04-11,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,아진케미칼(주)
166-살균-3,수입,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아조로빈,Ⅳ급(저독성),Ⅱ급,살균,2020-03-11,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)피에이치엘
99-살균-7,제조,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아조로빈,Ⅳ급(저독성),Ⅱ급,살균,2025-03-04,다3,2500배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)위즈팜
99-살균-7,제조,단고추류,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아조로빈,Ⅳ급(저독성),Ⅱ급,살균,2025-03-04,다3,2500배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)위즈팜
8-살균-367,제조,고추(단고추류포함),흰가루병,디페노코나졸.플룩사피록사드 액상수화제,Difenoconazole+Fluxapyroxad,11.7(4.7+7)%,아티클,Ⅳ급(저독성),Ⅱ급,살균,2015-07-23,사1+다2,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,(주)농협케미컬
57-살균-8,제조,고추(단고추류포함),흰가루병,테트라코나졸 유탁제,Tetraconazole,12.5%,에머넌트,Ⅳ급(저독성),Ⅲ급,살균,2009-01-01,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,유탁제,(주)누보
88-살균-6,제조,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에스알티,Ⅳ급(저독성),Ⅱ급,살균,2025-03-12,다3,2500배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)더한농
88-살균-6,제조,단고추류,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에스알티,Ⅳ급(저독성),Ⅱ급,살균,2025-03-12,다3,2500배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)더한농
46-살균-218,제조,고추,흰가루병,트리플록시스트로빈 입상수화제,Trifloxystrobin,50%,에이플,Ⅳ급(저독성),Ⅰ급,살균,2012-03-21,다3,4000배,-,발병초 10일간격,경엽처리,수확3일전,4회,입상수화제,(주)팜한농
71-살균-7,제조,고추,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에코랑,Ⅳ급(저독성),Ⅱ급,살균,2025-04-29,다3,2500배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)새한농
71-살균-7,제조,단고추류,흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에코랑,Ⅳ급(저독성),Ⅱ급,살균,2025-04-29,다3,2500배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)새한농
46-살균-437,제조,고추(단고추류포함),흰가루병,플루디옥소닐.아이소페타미드 액상수화제,Fludioxonil+Isofetamid,35(15+20)%,에프원,Ⅳ급(저독성),Ⅱ급,살균,2017-01-26,마2+다2,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,액상수화제,(주)팜한농
6-살균-295,제조,고추,흰가루병,인피르플룩삼 액상수화제,Inpyrfluxam,20%,엑스칼리아,Ⅲ급(보통독성),Ⅱ급,살균,2024-12-08,다2,2000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,에스비성보주식회사
6-살균-295,제조,단고추류,흰가루병,인피르플룩삼 액상수화제,Inpyrfluxam,20%,엑스칼리아,Ⅲ급(보통독성),Ⅱ급,살균,2024-12-08,다2,2000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,에스비성보주식회사
3-살균-314,제조,고추(단고추류포함),흰가루병,플루티아닐 유제,Flutianil,5%,역습,Ⅳ급(저독성),Ⅲ급,살균,2012-04-09,미분류(살균제),5000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,(주)동방아그로
47-살균-8,수입,고추(단고추류포함),흰가루병,테부코나졸 유탁제,Tebuconazole,25%,오리우스,Ⅲ급(보통독성),Ⅱ급,살균,2015-03-05,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유탁제,아다마코리아(주)
29-살균-4,수입,고추(단고추류포함),흰가루병,테부코나졸 유탁제,Tebuconazole,25%,오리우스,Ⅲ급(보통독성),Ⅱ급,살균,2004-04-19,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유탁제,한국마간(주)
44-살균-9,제조,고추(단고추류포함),흰가루병,테부코나졸 유탁제,Tebuconazole,25%,오리우스,Ⅲ급(보통독성),Ⅱ급,살균,2021-08-17,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유탁제,아다마코리아(주)
6-살균-249,제조,고추(단고추류포함),흰가루병,아족시스트로빈.클로로탈로닐 액상수화제,Azoxystrobin+Chlorothalonil,44.8(4.8+40)%,오티머스,Ⅲ급(보통독성),Ⅰ급,살균,2015-01-08,다3+카,1500배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,에스비성보주식회사
2-살균-316,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,오티바,Ⅳ급(저독성),Ⅱ급,살균,2012-11-14,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,신젠타코리아(주)
2-살균-11,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,오티바,Ⅳ급(저독성),Ⅱ급,살균,2008-01-01,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,신젠타코리아(주)
2-살균-292,제조,고추(단고추류포함),흰가루병,아족시스트로빈.클로로탈로닐 액상수화제,Azoxystrobin+Chlorothalonil,44.8(4.8+40)%,오티바옵티,Ⅲ급(보통독성),Ⅰ급,살균,2004-01-30,다3+카,1500배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,신젠타코리아(주)
56-살균-10,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,오프너,Ⅳ급(저독성),Ⅱ급,살균,2013-12-02,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)태준아그로텍
6-살균-24,수입,고추(단고추류포함),흰가루병,아이소피라잠 유제,Isopyrazam,12.57%,올타쿠나,Ⅲ급(보통독성),Ⅰ급,살균,2017-09-20,다2,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,유제,에스비성보주식회사
46-살균-367,제조,고추(단고추류포함),흰가루병,디페노코나졸.피리오페논 액상수화제,Difenoconazole+Pyriofenone,15(5+10)%,옵션,Ⅳ급(저독성),Ⅲ급,살균,2012-10-31,사1+나6,2000배,-,발병초 10알간격,경엽처리,수확3일전,3회,액상수화제,(주)팜한농
45-살균-88,제조,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,원킥,Ⅳ급(저독성),Ⅱ급,살균,2019-10-21,다3,2500배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,선문그린사이언스(주)
46-살균-444,제조,고추(단고추류포함),흰가루병,보스칼리드.메트라페논 입상수화제,Boscalid+Metrafenone,30(15+15)%,위트니스,Ⅳ급(저독성),Ⅲ급,살균,2014-10-27,다2+나6,3000배,-,발병초 10일간격,경엽처리,수확3일전,3회,입상수화제,(주)팜한농
102-살균-8,수입,고추(단고추류포함),흰가루병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,자벨린,Ⅳ급(저독성),Ⅱ급,살균,2021-06-25,다3,2500배,-,발생초기,경엽처리,수확3일전,5회,액상수화제,태평에이지(주)
1-살균-330,제조,고추(단고추류포함),흰가루병,폴리옥신디 입상수화제,Polyoxin D,5%,잘류프리,Ⅳ급(저독성),Ⅲ급,살균,2006-04-19,아4,2000배,-,발병초 10일간격 ,경엽처리,수확2일전,3회,입상수화제,(주)경농
46-살균-219,제조,고추(단고추류포함),흰가루병,이미녹타딘트리스알베실레이트.폴리옥신비 수화제,Iminoctadine tris(albesilate)+Polyoxin B,30(20+10)%,적토마,Ⅳ급(저독성),Ⅲ급,살균,2012-03-21,카+아4,1000배,-,발병초 7일간격,경엽처리,수확2일전,3회,수화제,(주)팜한농
51-살균-106,제조,고추,흰가루병,메트코나졸 액상수화제,Metconazole,20%,젠토스타일,Ⅳ급(저독성),Ⅲ급,살균,2024-02-16,사1,6000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,아그리젠토(주)
51-살균-106,제조,단고추류,흰가루병,메트코나졸 액상수화제,Metconazole,20%,젠토스타일,Ⅳ급(저독성),Ⅲ급,살균,2024-02-16,사1,6000배,-,발생초기,경엽처리,수확2일전,3회,액상수화제,아그리젠토(주)
46-살균-403,제조,고추(단고추류포함),흰가루병,플루퀸코나졸.테트라코나졸 유현탁제,Fluquinconazole+Tetraconazole,21(14+7)%,질주,Ⅲ급(보통독성),Ⅲ급,살균,2014-07-21,사1+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,2회,유현탁제,(주)팜한농
3-살균-317,제조,고추(단고추류포함),흰가루병,이프로디온.트리플록시스트로빈 입상수화제,Iprodione+Trifloxystrobin,38(30+8)%,찬찬,Ⅳ급(저독성),Ⅰ급,살균,2012-04-09,마3+다3,1000배,-,발병초 10일간격,경엽처리,수확2일전,3회,입상수화제,(주)동방아그로
46-살균-447,제조,고추(단고추류포함),흰가루병,헥사코나졸 입상수화제,Hexaconazole,2%,침투왕,Ⅳ급(저독성),Ⅲ급,살균,2005-09-30,사1,2000배,-,발병초 10일간격,경엽처리,수확2일전,3회,입상수화제,(주)팜한농
8-살균-348,제조,고추(단고추류포함),흰가루병,플룩사피록사드 액상수화제,Fluxapyroxad,15.3%,카디스,Ⅳ급(저독성),Ⅱ급,살균,2013-04-15,다2,4000배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,(주)농협케미컬
6-살균-8,수입,고추(단고추류포함),흰가루병,보스칼리드.크레속심메틸 액상수화제,Boscalid+Kresoxim-methyl,27.3(18.2+9.1)%,코리스,Ⅳ급(저독성),Ⅱ급,살균,2002-12-21,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,2회,액상수화제,에스비성보주식회사
6-살균-273,제조,고추(단고추류포함),흰가루병,보스칼리드.크레속심메틸 액상수화제,Boscalid+Kresoxim-methyl,27.3(18.2+9.1)%,코리스,Ⅳ급(저독성),Ⅱ급,살균,2017-09-20,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,2회,액상수화제,에스비성보주식회사
37-살균-11,수입,고추(단고추류포함),흰가루병,보스칼리드.크레속심메틸 액상수화제,Boscalid+Kresoxim-methyl,27.3(18.2+9.1)%,코리스,Ⅳ급(저독성),Ⅱ급,살균,2002-10-30,다2+다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,2회,액상수화제,한국바스프(주)
37-살균-10,수입,고추(단고추류포함),흰가루병,황 입상수화제,Sulfur,80%,쿠무러스,Ⅳ급(저독성),Ⅲ급,살균,2012-03-25,카,500배,-,발병초 10일간격,경엽처리,발생초기,-,입상수화제,한국바스프(주)
32-살균-4,제조,고추,흰가루병,암펠로마이세스퀴스콸리스에이큐94013 수화제,Ampelomyces quisqualis AQ-94013,1.0x10^7cfu/g,큐펙트,Ⅳ급(저독성),Ⅲ급,살균,2004-04-03,생2,1000배,-,발병전 7일간격,경엽처리,발생초기,-,수화제,(주)그린바이오텍
